Modelo,Planta,In_Steps,MSE,RMSE,MAE,MAPE,Muestras_Test
dual_stream_lstm_cnn_239_24h.keras,239,24,0.02654909641268676,0.1629389346125927,0.0938660717495752,92580390.1380796,2622
