loss,mae,val_loss,val_mae,epoch
0.017609328031539917,0.09095452725887299,0.010843396186828613,0.06807228177785873,1
0.005528262350708246,0.05180542543530464,0.00955553725361824,0.06113903224468231,2
0.0043672374449670315,0.04439009726047516,0.009058879688382149,0.05885913223028183,3
0.003964196424931288,0.041401851922273636,0.009898724965751171,0.06254637241363525,4
0.0036117539275437593,0.039023593068122864,0.009223151952028275,0.06015497446060181,5
0.0034451934043318033,0.03782045841217041,0.00859759096056223,0.057431913912296295,6
0.0033065860625356436,0.03700585290789604,0.008094294928014278,0.054719723761081696,7
0.003200074890628457,0.03642456978559494,0.008470499888062477,0.05784538760781288,8
0.003104087198153138,0.03608718141913414,0.007832457311451435,0.05456775426864624,9
0.002972520887851715,0.035274382680654526,0.008176188915967941,0.05577307194471359,10
0.0029134692158550024,0.035020243376493454,0.0077804261818528175,0.05412818491458893,11
0.0029203854501247406,0.03481326252222061,0.007670918945223093,0.053921282291412354,12
0.002792258281260729,0.034253284335136414,0.008485705591738224,0.05650811269879341,13
0.0028187676798552275,0.034430019557476044,0.0077158319763839245,0.05362499877810478,14
0.002721295692026615,0.03373799845576286,0.006924006622284651,0.05027460306882858,15
0.002682759426534176,0.03346667066216469,0.007941937074065208,0.05515311658382416,16
0.002656027674674988,0.03329502418637276,0.007689329795539379,0.053346406668424606,17
0.0026744473725557327,0.03351813554763794,0.007910206913948059,0.05432158336043358,18
0.0026581385172903538,0.033400267362594604,0.007447757758200169,0.05301143229007721,19
0.0026020656805485487,0.03304315358400345,0.007271298673003912,0.05251448601484299,20
0.0026578111574053764,0.03320285677909851,0.006949905306100845,0.049775902181863785,21
0.002535362960770726,0.032612722367048264,0.007401482202112675,0.052537135779857635,22
0.0025359252467751503,0.03264663740992546,0.007104532327502966,0.0514075830578804,23
0.002543102717027068,0.03272787481546402,0.007217637728899717,0.05190118029713631,24
0.0025359326973557472,0.03259221091866493,0.007050094660371542,0.050878021866083145,25
0.002509906655177474,0.03260008618235588,0.0064778500236570835,0.04803485795855522,26
0.0024553844705224037,0.03215085342526436,0.006847741547971964,0.050064895302057266,27
0.002459136536344886,0.03214022517204285,0.0074918875470757484,0.052754588425159454,28
0.002473475644364953,0.03236134722828865,0.006991703063249588,0.050061747431755066,29
0.0024196479935199022,0.03195654973387718,0.0076660956256091595,0.05346515402197838,30
0.0024118032306432724,0.03188014030456543,0.006831167731434107,0.050753477960824966,31
0.002412874484434724,0.03191954270005226,0.006421689409762621,0.048031456768512726,32
0.002380838617682457,0.03178795427083969,0.006922056898474693,0.05003180727362633,33
0.0024282350204885006,0.032043661922216415,0.006754087749868631,0.049089301377534866,34
0.0023669381625950336,0.03166372701525688,0.007261942140758038,0.05156565085053444,35
0.0023565241135656834,0.03166177123785019,0.006949151866137981,0.05011807754635811,36
0.0023638552520424128,0.03162677586078644,0.007317648734897375,0.0516766682267189,37
0.002356073120608926,0.031615354120731354,0.006951504852622747,0.05049607530236244,38
0.0023606042377650738,0.03175928071141243,0.006924347020685673,0.05039620026946068,39
0.0023544004652649164,0.03165402635931969,0.007343791890889406,0.052004724740982056,40
0.0023383167572319508,0.031317632645368576,0.006870306562632322,0.04980776086449623,41
0.002313316101208329,0.031306926161050797,0.007162009831517935,0.05065175145864487,42
0.002328174188733101,0.031422048807144165,0.006631051655858755,0.04864747077226639,43
0.0022600458469241858,0.031010320410132408,0.006968945264816284,0.050776805728673935,44
0.002269858494400978,0.031127767637372017,0.007040882017463446,0.050990451127290726,45
0.002276324899867177,0.03109395131468773,0.007071901578456163,0.05141220614314079,46
0.0022766124457120895,0.03115767054259777,0.007409351412206888,0.05217938870191574,47
