loss,mae,val_loss,val_mae,epoch
0.019240587949752808,0.09566057473421097,0.010144750587642193,0.06615782529115677,1
0.006753445137292147,0.05674459785223007,0.009911338798701763,0.06321484595537186,2
0.005604481790214777,0.04951728507876396,0.010178360156714916,0.06343119591474533,3
0.00496632419526577,0.04535416513681412,0.00869582686573267,0.05669771134853363,4
0.00460902601480484,0.04317681863903999,0.00858692079782486,0.05601581558585167,5
0.004238068591803312,0.04087769612669945,0.008797815069556236,0.05756477266550064,6
0.004019441548734903,0.039568398147821426,0.008847586810588837,0.05896914750337601,7
0.0038205927703529596,0.0384562723338604,0.008046040311455727,0.05629584938287735,8
0.0036941631697118282,0.037834662944078445,0.008450070396065712,0.05728849023580551,9
0.0036629517562687397,0.03759648650884628,0.007849505171179771,0.054790008813142776,10
0.003495238721370697,0.03671696409583092,0.008336115628480911,0.05611186474561691,11
0.0034667470026761293,0.03662766516208649,0.007558854762464762,0.054078128188848495,12
0.0034760150592774153,0.03662215918302536,0.007672154810279608,0.05367918312549591,13
0.0034257937222719193,0.036386217921972275,0.008717091754078865,0.05861400067806244,14
0.0033389017917215824,0.0358891636133194,0.00805288553237915,0.05479113757610321,15
0.0032850694842636585,0.03563490882515907,0.008049425669014454,0.05402941629290581,16
0.003447216236963868,0.03615376353263855,0.008809814229607582,0.05817415565252304,17
0.0031610194128006697,0.0349278599023819,0.00882108323276043,0.05884655937552452,18
0.003172724973410368,0.03524627909064293,0.008371186442673206,0.05617441236972809,19
0.003089144127443433,0.03471241146326065,0.008952993899583817,0.059396177530288696,20
0.0031641090754419565,0.03525075316429138,0.0077322619035840034,0.053557075560092926,21
0.003088058903813362,0.03495052456855774,0.007656476926058531,0.054217468947172165,22
0.003114631399512291,0.03507713973522186,0.008733147755265236,0.057859741151332855,23
0.0030041898135095835,0.0345463752746582,0.0077918535098433495,0.05522093176841736,24
0.0029740596655756235,0.03453199192881584,0.007946135476231575,0.054865047335624695,25
0.0029919918160885572,0.034516721963882446,0.007108424324542284,0.050399117171764374,26
0.0029428796842694283,0.03430270776152611,0.007210397627204657,0.051383525133132935,27
0.0029129686299711466,0.03433624655008316,0.008656543679535389,0.058115869760513306,28
0.0028717820532619953,0.03401852026581764,0.008235765621066093,0.05672583356499672,29
0.0029089830350130796,0.034098561853170395,0.00800475012511015,0.05546431243419647,30
0.0028583731036633253,0.034001339226961136,0.007665514014661312,0.05307382345199585,31
0.002849514363333583,0.03394997864961624,0.008106192573904991,0.05528053268790245,32
0.002803579205647111,0.033735837787389755,0.008106731809675694,0.0556374192237854,33
0.0027515129186213017,0.03349767252802849,0.007981928065419197,0.05489879846572876,34
0.0027829960454255342,0.03368523344397545,0.008031707257032394,0.05544332414865494,35
0.002787928795441985,0.0337899848818779,0.008675453253090382,0.0569785051047802,36
0.0026914766058325768,0.033227112144231796,0.007669725921005011,0.05272391438484192,37
0.0027494202367961407,0.0335821732878685,0.008047454990446568,0.05517987906932831,38
0.0027871469501405954,0.033697888255119324,0.0075315553694963455,0.052616652101278305,39
0.002737821778282523,0.03317408636212349,0.008797060698270798,0.057512130588293076,40
0.0026858265046030283,0.03316529467701912,0.00786678958684206,0.05374041199684143,41
