loss,mae,val_loss,val_mae,epoch
0.016126621514558792,0.08543654531240463,0.010108704678714275,0.05270865559577942,1
0.006707177497446537,0.05286750942468643,0.008553484454751015,0.046495258808135986,2
0.005577901378273964,0.04664824903011322,0.008538492023944855,0.04464041069149971,3
0.0049720872193574905,0.04332645237445831,0.008763197809457779,0.04751000925898552,4
0.004671600181609392,0.04161345958709717,0.007948756217956543,0.04291760176420212,5
0.004311070311814547,0.03980353847146034,0.008295539766550064,0.04362821951508522,6
0.004151009023189545,0.03881993517279625,0.00803159736096859,0.043365102261304855,7
0.003997945226728916,0.03786769136786461,0.008004865609109402,0.04134830832481384,8
0.003905187826603651,0.03752009570598602,0.00982626248151064,0.05299694836139679,9
0.0039195469580590725,0.037478312849998474,0.008100830018520355,0.0420939177274704,10
0.0036676335148513317,0.036309532821178436,0.00863191019743681,0.04439380764961243,11
0.0035821879282593727,0.03595059737563133,0.007763121277093887,0.04118736833333969,12
0.0035946897696703672,0.03618862107396126,0.008703519590198994,0.04501441866159439,13
0.0034231841564178467,0.03529852628707886,0.008494109846651554,0.04355957359075546,14
0.0033906863536685705,0.035196200013160706,0.008320572786033154,0.042517777532339096,15
0.00332056125625968,0.03487338125705719,0.007973848842084408,0.04169366508722305,16
0.0032732479739934206,0.03471863642334938,0.008085760287940502,0.04135902598500252,17
0.0032620085403323174,0.0346972681581974,0.008176074363291264,0.042347680777311325,18
0.0031812326051294804,0.03438038006424904,0.0082034757360816,0.042049799114465714,19
0.003076517255976796,0.03390631079673767,0.008945123292505741,0.04382513090968132,20
0.0030728476122021675,0.033839985728263855,0.00883036945015192,0.0443236418068409,21
0.003090235870331526,0.03402647376060486,0.00847307126969099,0.04351062327623367,22
0.0030342054087668657,0.033769842237234116,0.008561484515666962,0.04249928519129753,23
0.003010911401361227,0.03365045413374901,0.009080316871404648,0.0450778603553772,24
0.00293872132897377,0.033414218574762344,0.00887312926352024,0.04388298839330673,25
0.0029315692372620106,0.033351100981235504,0.008714080788195133,0.04311324283480644,26
0.0028942767530679703,0.03318052738904953,0.008348703384399414,0.04173897206783295,27
