loss,mae,val_loss,val_mae,epoch
0.018674088642001152,0.09336203336715698,0.011131273582577705,0.06808757781982422,1
0.006441605277359486,0.05422937124967575,0.009052032604813576,0.059144649654626846,2
0.005285731516778469,0.04747407138347626,0.00868186540901661,0.057530347257852554,3
0.0046968162059783936,0.043794114142656326,0.008237808011472225,0.05510571226477623,4
0.004373154137283564,0.041814375668764114,0.00837777927517891,0.05539265275001526,5
0.0040832385420799255,0.04023304581642151,0.008150054141879082,0.05537990853190422,6
0.003964531235396862,0.039457593113183975,0.008195372298359871,0.055622778832912445,7
0.0038877828046679497,0.039095379412174225,0.007823256775736809,0.052806556224823,8
0.003731481032446027,0.038166970014572144,0.007983548566699028,0.05569489300251007,9
0.0035471145529299974,0.0374307781457901,0.007783181965351105,0.05430734157562256,10
0.0036092684604227543,0.03764066845178604,0.008125260472297668,0.055505406111478806,11
0.0034299646504223347,0.03675030171871185,0.007606195285916328,0.05268089845776558,12
0.003367065917700529,0.03640987351536751,0.007759287487715483,0.05414283275604248,13
0.0032896019984036684,0.03602470085024834,0.007319293450564146,0.05149902403354645,14
0.0033957099076360464,0.03667880967259407,0.008058934472501278,0.05593034252524376,15
0.0032857628539204597,0.03611594811081886,0.007736441679298878,0.05429183691740036,16
0.003260605037212372,0.03597783297300339,0.007805959787219763,0.05379825830459595,17
0.003235005773603916,0.035926517099142075,0.007258154917508364,0.05178356543183327,18
0.003316494869068265,0.036292679607868195,0.008671076036989689,0.05665651708841324,19
0.0032047254499047995,0.03589264303445816,0.008028474636375904,0.05595025792717934,20
0.003060482209548354,0.03518958017230034,0.0076325200498104095,0.054307181388139725,21
0.0030289797578006983,0.035194382071495056,0.007806044537574053,0.05397285521030426,22
0.0029990868642926216,0.035232942551374435,0.008324291557073593,0.05578012019395828,23
0.0029512052424252033,0.0349729023873806,0.008542277850210667,0.05728868022561073,24
0.0029441567603498697,0.03505084291100502,0.007558412849903107,0.05324465408921242,25
0.002893921220675111,0.03477625921368599,0.008388388901948929,0.05611277371644974,26
0.0028923889622092247,0.03480445221066475,0.008496384136378765,0.05704142525792122,27
0.0028476943261921406,0.03453513979911804,0.0081108920276165,0.0553656630218029,28
0.0028422384057193995,0.03452116623520851,0.007731225807219744,0.05454976111650467,29
0.0028258622623980045,0.034491464495658875,0.00799819640815258,0.05506795644760132,30
0.0027529161889106035,0.034021519124507904,0.007720601744949818,0.053527962416410446,31
0.002793518826365471,0.03422226384282112,0.007924584671854973,0.05494476109743118,32
0.0027401726692914963,0.034022558480501175,0.007700692396610975,0.05350719764828682,33
